[Point Spectroscopy Data]
Approach Rate=0.0493 µm/sec
Retreat Rate=0.0493 µm/sec
Z Start=-5.3484 µm
Z End=5.5000 µm
Cycle Hold Time=0.000 sec
½ Cycle Hold Time=0.000 sec
&Z Piezo Linerizer On=yes
Trigger on:Deflection Signal   >==2.000000 V

[Series layout]
Points Number=1024
Series Number=1
Trace Z Position, µm	Deflection Signal, V	Retrace Z Position, µm	Deflection Signal, V

[Data]
  0.231183	  0.325273	 -0.231183	  0.558254
  0.241936	  0.329227	 -0.241935	  0.564945
  0.252688	  0.328315	 -0.252688	  0.563424
  0.263441	  0.326186	 -0.263441	  0.560383
  0.274194	  0.326490	 -0.274193	  0.566162
  0.284947	  0.331965	 -0.284946	  0.567987
  0.295699	  0.333790	 -0.295699	  0.569203
  0.306452	  0.338656	 -0.306451	  0.570116
  0.317205	  0.334702	 -0.317204	  0.570724
  0.327957	  0.334702	 -0.327957	  0.572549
  0.338710	  0.338960	 -0.338709	  0.571941
  0.349463	  0.342914	 -0.349462	  0.576199
  0.360215	  0.338352	 -0.360215	  0.573766
  0.370968	  0.341393	 -0.370968	  0.580153
  0.381721	  0.348085	 -0.381720	  0.576199
  0.392473	  0.346868	 -0.392473	  0.580153
  0.403226	  0.348389	 -0.403226	  0.580457
  0.413979	  0.354168	 -0.413978	  0.587757
  0.424731	  0.353864	 -0.424731	  0.583194
  0.435484	  0.356601	 -0.435484	  0.588061
  0.446237	  0.351735	 -0.446236	  0.587452
  0.456990	  0.356905	 -0.456989	  0.591406
  0.467742	  0.358730	 -0.467742	  0.588061
  0.478495	  0.362988	 -0.478494	  0.599010
  0.489248	  0.362684	 -0.489247	  0.597489
  0.500000	  0.361772	 -0.500000	  0.599923
  0.510753	  0.357209	 -0.510752	  0.599618
  0.521506	  0.368767	 -0.521505	  0.602356
  0.532258	  0.368159	 -0.532258	  0.600531
  0.543011	  0.366030	 -0.543010	  0.604485
  0.553764	  0.372417	 -0.553763	  0.602052
  0.564516	  0.368767	 -0.564516	  0.608135
  0.575269	  0.373025	 -0.575269	  0.612697
  0.586022	  0.372417	 -0.586021	  0.608743
  0.596774	  0.378804	 -0.596774	  0.617868
  0.607527	  0.376371	 -0.607527	  0.613305
  0.618280	  0.374242	 -0.618279	  0.619084
  0.629033	  0.379412	 -0.629032	  0.614826
  0.639785	  0.376067	 -0.639785	  0.622734
  0.650538	  0.374850	 -0.650537	  0.614826
  0.661291	  0.383975	 -0.661290	  0.619388
  0.672043	  0.381846	 -0.672043	  0.626688
  0.682796	  0.378804	 -0.682795	  0.622734
  0.693549	  0.377283	 -0.693548	  0.625167
  0.704301	  0.373329	 -0.704301	  0.624255
  0.715054	  0.379716	 -0.715054	  0.628209
  0.725807	  0.374850	 -0.725806	  0.633684
  0.736559	  0.383062	 -0.736559	  0.633988
  0.747312	  0.378500	 -0.747312	  0.633379
  0.758065	  0.383062	 -0.758064	  0.633988
  0.768818	  0.382454	 -0.768817	  0.637637
  0.779570	  0.380629	 -0.779570	  0.638550
  0.790323	  0.380021	 -0.790322	  0.637029
  0.801076	  0.376371	 -0.801075	  0.641896
  0.811828	  0.379716	 -0.811828	  0.643721
  0.822581	  0.379108	 -0.822580	  0.643721
  0.833334	  0.380933	 -0.833333	  0.638246
  0.844086	  0.374546	 -0.844086	  0.645241
  0.854839	  0.379716	 -0.854838	  0.642504
  0.865592	  0.376979	 -0.865591	  0.650412
  0.876344	  0.376675	 -0.876344	  0.648891
  0.887097	  0.374850	 -0.887097	  0.649195
  0.897850	  0.373938	 -0.897849	  0.648283
  0.908602	  0.370896	 -0.908602	  0.657712
  0.919355	  0.367246	 -0.919355	  0.655278
  0.930108	  0.369984	 -0.930107	  0.658624
  0.940861	  0.371200	 -0.940860	  0.653149
  0.951613	  0.367246	 -0.951613	  0.656799
  0.962366	  0.366030	 -0.962365	  0.661665
  0.973119	  0.365726	 -0.973118	  0.663795
  0.983871	  0.363596	 -0.983871	  0.656799
  0.994624	  0.356905	 -0.994623	  0.659841
  1.005377	  0.362076	 -1.005376	  0.660753
  1.016129	  0.355993	 -1.016129	  0.661361
  1.026882	  0.351126	 -1.026881	  0.664403
  1.037635	  0.355993	 -1.037634	  0.660753
  1.048387	  0.347476	 -1.048387	  0.664707
  1.059140	  0.355688	 -1.059139	  0.663186
  1.069893	  0.349910	 -1.069892	  0.661361
  1.080646	  0.349605	 -1.080645	  0.661057
  1.091398	  0.349301	 -1.091398	  0.660145
  1.102151	  0.350518	 -1.102150	  0.666228
  1.112904	  0.348085	 -1.112903	  0.666836
  1.123656	  0.342610	 -1.123656	  0.662578
  1.134409	  0.344739	 -1.134408	  0.660753
  1.145162	  0.340481	 -1.145161	  0.665315
  1.155914	  0.336527	 -1.155914	  0.665011
  1.166667	  0.333485	 -1.166667	  0.660753
  1.177420	  0.335919	 -1.177419	  0.661970
  1.188172	  0.334702	 -1.188172	  0.666836
  1.198925	  0.329836	 -1.198924	  0.662578
  1.209678	  0.327402	 -1.209677	  0.662274
  1.220430	  0.328923	 -1.220430	  0.659536
  1.231183	  0.329531	 -1.231183	  0.660449
  1.241936	  0.327098	 -1.241935	  0.657407
  1.252689	  0.328619	 -1.252688	  0.655887
  1.263441	  0.317365	 -1.263440	  0.655887
  1.274194	  0.322840	 -1.274193	  0.658320
  1.284947	  0.317669	 -1.284946	  0.654366
  1.295699	  0.317974	 -1.295699	  0.658016
  1.306452	  0.314020	 -1.306451	  0.651933
  1.317204	  0.317061	 -1.317204	  0.655887
  1.327957	  0.309457	 -1.327957	  0.652237
  1.338710	  0.309457	 -1.338709	  0.652845
  1.349463	  0.309153	 -1.349462	  0.649195
  1.360215	  0.309457	 -1.360215	  0.653453
  1.370968	  0.310674	 -1.370968	  0.646458
  1.381721	  0.309762	 -1.381720	  0.649499
  1.392473	  0.302766	 -1.392473	  0.649195
  1.403226	  0.306416	 -1.403225	  0.647675
  1.413979	  0.304287	 -1.413978	  0.647370
  1.424731	  0.303983	 -1.424731	  0.647979
  1.435484	  0.301549	 -1.435483	  0.640071
  1.446237	  0.299420	 -1.446236	  0.637637
  1.456989	  0.299420	 -1.456989	  0.644937
  1.467742	  0.300333	 -1.467742	  0.640679
  1.478495	  0.303983	 -1.478494	  0.643112
  1.489248	  0.298812	 -1.489247	  0.633379
  1.500000	  0.296987	 -1.500000	  0.638854
  1.510753	  0.297595	 -1.510753	  0.637637
  1.521506	  0.294858	 -1.521505	  0.635813
  1.532258	  0.295771	 -1.532258	  0.629730
  1.543011	  0.297291	 -1.543010	  0.634596
  1.553764	  0.296075	 -1.553763	  0.629730
  1.564516	  0.300333	 -1.564516	  0.631250
  1.575269	  0.297900	 -1.575269	  0.629425
  1.586022	  0.295466	 -1.586021	  0.629425
  1.596774	  0.294554	 -1.596774	  0.627296
  1.607527	  0.295162	 -1.607527	  0.625471
  1.618280	  0.298812	 -1.618279	  0.629425
  1.629032	  0.294554	 -1.629032	  0.618172
  1.639785	  0.293337	 -1.639785	  0.619388
  1.650538	  0.295162	 -1.650537	  0.622430
  1.661291	  0.296683	 -1.661290	  0.618172
  1.672043	  0.297900	 -1.672043	  0.620301
  1.682796	  0.296987	 -1.682795	  0.623951
  1.693549	  0.302766	 -1.693548	  0.617259
  1.704301	  0.297291	 -1.704301	  0.618172
  1.715054	  0.300637	 -1.715053	  0.613001
  1.725807	  0.300333	 -1.725806	  0.616347
  1.736559	  0.304895	 -1.736559	  0.614218
  1.747312	  0.305199	 -1.747311	  0.614522
  1.758065	  0.306720	 -1.758064	  0.619693
  1.768817	  0.310370	 -1.768817	  0.613305
  1.779570	  0.307937	 -1.779570	  0.616347
  1.790323	  0.310066	 -1.790322	  0.616347
  1.801076	  0.312499	 -1.801075	  0.606006
  1.811828	  0.315845	 -1.811828	  0.614218
  1.822581	  0.314324	 -1.822580	  0.616651
  1.833334	  0.316453	 -1.833333	  0.610872
  1.844086	  0.319799	 -1.844086	  0.609047
  1.854839	  0.324057	 -1.854838	  0.616043
  1.865592	  0.329227	 -1.865591	  0.614522
  1.876344	  0.330140	 -1.876344	  0.613305
  1.887097	  0.326794	 -1.887096	  0.613609
  1.897850	  0.331965	 -1.897849	  0.612089
  1.908602	  0.328923	 -1.908602	  0.615130
  1.919355	  0.337439	 -1.919355	  0.611480
  1.930108	  0.335919	 -1.930107	  0.615130
  1.940860	  0.340785	 -1.940860	  0.612393
  1.951613	  0.342914	 -1.951613	  0.613914
  1.962366	  0.347172	 -1.962365	  0.615739
  1.973119	  0.348997	 -1.973118	  0.620909
  1.983871	  0.346868	 -1.983871	  0.617259
  1.994624	  0.349301	 -1.994623	  0.619388
  2.005377	  0.352647	 -2.005376	  0.615739
  2.016129	  0.360555	 -2.016129	  0.621517
  2.026882	  0.356601	 -2.026881	  0.619084
  2.037635	  0.364813	 -2.037634	  0.622734
  2.048387	  0.366334	 -2.048387	  0.627600
  2.059140	  0.365726	 -2.059139	  0.623951
  2.069893	  0.371200	 -2.069892	  0.619388
  2.080645	  0.374850	 -2.080645	  0.626080
  2.091398	  0.371200	 -2.091397	  0.628513
  2.102151	  0.376371	 -2.102150	  0.622734
  2.112904	  0.376979	 -2.112903	  0.628817
  2.123656	  0.377587	 -2.123656	  0.630642
  2.134409	  0.378804	 -2.134408	  0.629730
  2.145162	  0.387929	 -2.145161	  0.632163
  2.155914	  0.380629	 -2.155914	  0.629121
  2.166667	  0.387624	 -2.166666	  0.638854
  2.177420	  0.383062	 -2.177419	  0.635813
  2.188172	  0.388841	 -2.188172	  0.639158
  2.198925	  0.389449	 -2.198924	  0.644633
  2.209677	  0.391578	 -2.209677	  0.640375
  2.220430	  0.394316	 -2.220430	  0.640983
  2.231183	  0.389449	 -2.231182	  0.637942
  2.241936	  0.391883	 -2.241935	  0.646154
  2.252688	  0.399486	 -2.252688	  0.646458
  2.263441	  0.397053	 -2.263441	  0.647979
  2.274194	  0.397053	 -2.274193	  0.647370
  2.284946	  0.396749	 -2.284946	  0.649804
  2.295699	  0.398270	 -2.295699	  0.655887
  2.306452	  0.401007	 -2.306451	  0.654670
  2.317205	  0.401007	 -2.317204	  0.653453
  2.327957	  0.402224	 -2.327957	  0.654670
  2.338710	  0.401007	 -2.338709	  0.665011
  2.349463	  0.407698	 -2.349462	  0.665011
  2.360215	  0.401007	 -2.360215	  0.668053
  2.370968	  0.405874	 -2.370967	  0.665315
  2.381721	  0.401920	 -2.381720	  0.668357
  2.392473	  0.397053	 -2.392473	  0.674136
  2.403226	  0.403440	 -2.403225	  0.673527
  2.413979	  0.401007	 -2.413978	  0.672615
  2.424731	  0.401007	 -2.424731	  0.672919
  2.435484	  0.398878	 -2.435483	  0.676569
  2.446237	  0.397661	 -2.446236	  0.680827
  2.456990	  0.402224	 -2.456989	  0.681435
  2.467742	  0.398270	 -2.467741	  0.681435
  2.478495	  0.394924	 -2.478494	  0.691777
  2.489248	  0.394924	 -2.489247	  0.688431
  2.500000	  0.393099	 -2.500000	  0.688431
  2.510753	  0.395228	 -2.510752	  0.690560
  2.521506	  0.395532	 -2.521505	  0.697860
  2.532258	  0.385800	 -2.532258	  0.694514
  2.543011	  0.395228	 -2.543010	  0.704551
  2.553764	  0.388233	 -2.553763	  0.698468
  2.564516	  0.387624	 -2.564516	  0.705768
  2.575269	  0.389145	 -2.575269	  0.702726
  2.586022	  0.384583	 -2.586021	  0.706984
  2.596775	  0.388233	 -2.596774	  0.708201
  2.607527	  0.385495	 -2.607527	  0.710026
  2.618280	  0.387624	 -2.618279	  0.717325
  2.629032	  0.378804	 -2.629032	  0.716109
  2.639785	  0.376371	 -2.639785	  0.715500
  2.650538	  0.378804	 -2.650537	  0.714284
  2.661291	  0.376979	 -2.661290	  0.721583
  2.672043	  0.376371	 -2.672042	  0.720367
  2.682796	  0.368463	 -2.682795	  0.723713
  2.693548	  0.365726	 -2.693548	  0.723713
  2.704301	  0.367550	 -2.704301	  0.727362
  2.715054	  0.369071	 -2.715053	  0.731316
  2.725807	  0.362684	 -2.725806	  0.728579
  2.736559	  0.361772	 -2.736559	  0.737704
  2.747312	  0.363901	 -2.747311	  0.735574
  2.758065	  0.358426	 -2.758064	  0.734358
  2.768817	  0.361467	 -2.768817	  0.741657
  2.779570	  0.355993	 -2.779570	  0.737704
  2.790323	  0.354776	 -2.790322	  0.746220
  2.801076	  0.357513	 -2.801075	  0.743482
  2.811828	  0.350518	 -2.811828	  0.742570
  2.822581	  0.352343	 -2.822580	  0.744091
  2.833333	  0.349605	 -2.833333	  0.744395
  2.844086	  0.346260	 -2.844086	  0.748957
  2.854839	  0.349301	 -2.854838	  0.750478
  2.865591	  0.345651	 -2.865591	  0.754432
  2.876344	  0.348389	 -2.876343	  0.751086
  2.887097	  0.344131	 -2.887097	  0.752911
  2.897849	  0.347781	 -2.897849	  0.758386
  2.908602	  0.341393	 -2.908602	  0.759907
  2.919355	  0.339568	 -2.919354	  0.758994
  2.930108	  0.339264	 -2.930107	  0.761427
  2.940861	  0.342306	 -2.940860	  0.759602
  2.951613	  0.334398	 -2.951612	  0.758994
  2.962366	  0.335919	 -2.962365	  0.763556
  2.973118	  0.331660	 -2.973118	  0.757169
  2.983871	  0.332573	 -2.983871	  0.763252
  2.994624	  0.336527	 -2.994623	  0.769031
  3.005376	  0.329836	 -3.005376	  0.763861
  3.016129	  0.335006	 -3.016129	  0.767815
  3.026882	  0.329836	 -3.026881	  0.766902
  3.037634	  0.335919	 -3.037634	  0.772377
  3.048387	  0.335919	 -3.048387	  0.770248
  3.059140	  0.332877	 -3.059139	  0.769944
  3.069892	  0.328619	 -3.069892	  0.768727
  3.080645	  0.334094	 -3.080645	  0.772073
  3.091398	  0.328923	 -3.091397	  0.769944
  3.102151	  0.328011	 -3.102150	  0.775418
  3.112903	  0.329836	 -3.112903	  0.773593
  3.123656	  0.335919	 -3.123656	  0.775723
  3.134408	  0.334702	 -3.134408	  0.773593
  3.145161	  0.334702	 -3.145161	  0.774202
  3.155914	  0.333485	 -3.155913	  0.777547
  3.166667	  0.329531	 -3.166667	  0.771160
  3.177419	  0.329531	 -3.177419	  0.771769
  3.188172	  0.332269	 -3.188172	  0.773289
  3.198925	  0.335006	 -3.198924	  0.776331
  3.209677	  0.335614	 -3.209677	  0.775418
  3.220430	  0.335310	 -3.220430	  0.775114
  3.231183	  0.337135	 -3.231182	  0.775723
  3.241936	  0.339873	 -3.241935	  0.769944
  3.252688	  0.340785	 -3.252688	  0.770856
  3.263441	  0.339568	 -3.263441	  0.775114
  3.274194	  0.343827	 -3.274193	  0.771769
  3.284946	  0.342610	 -3.284946	  0.767510
  3.295699	  0.349301	 -3.295698	  0.770856
  3.306452	  0.349301	 -3.306451	  0.773289
  3.317204	  0.352951	 -3.317204	  0.772985
  3.327957	  0.352951	 -3.327957	  0.765077
  3.338710	  0.352647	 -3.338709	  0.767815
  3.349462	  0.352647	 -3.349462	  0.767206
  3.360215	  0.354168	 -3.360215	  0.770856
  3.370968	  0.355080	 -3.370967	  0.768423
  3.381720	  0.362380	 -3.381720	  0.769335
  3.392473	  0.362076	 -3.392473	  0.763556
  3.403226	  0.370288	 -3.403225	  0.760819
  3.413979	  0.369679	 -3.413978	  0.762340
  3.424731	  0.370288	 -3.424731	  0.759298
  3.435484	  0.369984	 -3.435483	  0.754432
  3.446237	  0.377892	 -3.446236	  0.753519
  3.456989	  0.380629	 -3.456989	  0.754432
  3.467742	  0.378196	 -3.467741	  0.756865
  3.478495	  0.384279	 -3.478494	  0.758386
  3.489247	  0.387016	 -3.489247	  0.756865
  3.500000	  0.393099	 -3.500000	  0.752607
  3.510753	  0.391274	 -3.510752	  0.748045
  3.521505	  0.391578	 -3.521505	  0.755648
  3.532258	  0.395532	 -3.532258	  0.748045
  3.543011	  0.399182	 -3.543010	  0.751695
  3.553763	  0.399182	 -3.553763	  0.744699
  3.564516	  0.404049	 -3.564516	  0.748957
  3.575269	  0.408611	 -3.575269	  0.748045
  3.586022	  0.410132	 -3.586021	  0.747741
  3.596774	  0.416215	 -3.596774	  0.746828
  3.607527	  0.413782	 -3.607527	  0.745916
  3.618279	  0.417127	 -3.618279	  0.743482
  3.629032	  0.420777	 -3.629032	  0.746828
  3.639785	  0.423514	 -3.639785	  0.738616
  3.650538	  0.421081	 -3.650537	  0.747741
  3.661290	  0.430510	 -3.661290	  0.741962
  3.672043	  0.425339	 -3.672043	  0.740137
  3.682796	  0.430814	 -3.682795	  0.741657
  3.693548	  0.431422	 -3.693548	  0.740745
  3.704301	  0.433856	 -3.704301	  0.740441
  3.715054	  0.437201	 -3.715054	  0.734662
  3.725807	  0.441155	 -3.725806	  0.737399
  3.736559	  0.441764	 -3.736559	  0.740137
  3.747312	  0.441459	 -3.747312	  0.732837
  3.758065	  0.439634	 -3.758064	  0.737399
  3.768817	  0.440243	 -3.768817	  0.734358
  3.779570	  0.442980	 -3.779570	  0.733141
  3.790323	  0.445413	 -3.790322	  0.733750
  3.801075	  0.446630	 -3.801075	  0.731316
  3.811828	  0.443284	 -3.811828	  0.730404
  3.822581	  0.447238	 -3.822580	  0.735574
  3.833333	  0.448759	 -3.833333	  0.736487
  3.844086	  0.448455	 -3.844085	  0.735879
  3.854839	  0.447238	 -3.854839	  0.729187
  3.865592	  0.448151	 -3.865591	  0.733750
  3.876344	  0.449671	 -3.876344	  0.733750
  3.887097	  0.448455	 -3.887097	  0.736183
  3.897850	  0.446022	 -3.897849	  0.735270
  3.908602	  0.450584	 -3.908602	  0.735879
  3.919355	  0.448759	 -3.919355	  0.738616
  3.930108	  0.448759	 -3.930107	  0.735574
  3.940860	  0.452409	 -3.940860	  0.737095
  3.951613	  0.448455	 -3.951613	  0.737095
  3.962366	  0.446630	 -3.962365	  0.741353
  3.973118	  0.453017	 -3.973118	  0.741353
  3.983871	  0.446022	 -3.983871	  0.741049
  3.994624	  0.443588	 -3.994623	  0.742266
  4.005376	  0.445109	 -4.005376	  0.741962
  4.016129	  0.442676	 -4.016129	  0.741049
  4.026882	  0.446022	 -4.026882	  0.740441
  4.037634	  0.439330	 -4.037634	  0.743787
  4.048387	  0.442372	 -4.048387	  0.746828
  4.059140	  0.439939	 -4.059140	  0.748349
  4.069892	  0.436897	 -4.069892	  0.746220
  4.080645	  0.432335	 -4.080645	  0.749565
  4.091398	  0.441459	 -4.091398	  0.754432
  4.102150	  0.434768	 -4.102150	  0.755953
  4.112903	  0.431727	 -4.112903	  0.754432
  4.123656	  0.427773	 -4.123655	  0.758994
  4.134409	  0.428381	 -4.134408	  0.757169
  4.145161	  0.423210	 -4.145161	  0.760819
  4.155914	  0.425643	 -4.155913	  0.759907
  4.166667	  0.418952	 -4.166667	  0.761123
  4.177419	  0.420473	 -4.177419	  0.766598
  4.188172	  0.417127	 -4.188172	  0.762948
  4.198925	  0.414998	 -4.198925	  0.766902
  4.209678	  0.418344	 -4.209677	  0.773898
  4.220430	  0.414694	 -4.220430	  0.773898
  4.231183	  0.417431	 -4.231183	  0.773593
  4.241935	  0.413477	 -4.241935	  0.773898
  4.252688	  0.409828	 -4.252688	  0.782718
  4.263441	  0.410740	 -4.263440	  0.778764
  4.274194	  0.407394	 -4.274193	  0.780589
  4.284946	  0.406482	 -4.284946	  0.783630
  4.295699	  0.407090	 -4.295699	  0.781806
  4.306452	  0.401311	 -4.306452	  0.789409
  4.317204	  0.404049	 -4.317204	  0.783022
  4.327957	  0.397053	 -4.327957	  0.791538
  4.338709	  0.397357	 -4.338709	  0.793667
  4.349463	  0.398574	 -4.349462	  0.794276
  4.360215	  0.388537	 -4.360215	  0.796405
  4.370968	  0.395837	 -4.370968	  0.802792
  4.381721	  0.396141	 -4.381720	  0.802792
  4.392473	  0.391578	 -4.392473	  0.803096
  4.403225	  0.385191	 -4.403225	  0.801880
  4.413979	  0.388841	 -4.413978	  0.807354
  4.424731	  0.389449	 -4.424731	  0.808571
  4.435484	  0.390666	 -4.435483	  0.812829
  4.446236	  0.390666	 -4.446236	  0.815262
  4.456989	  0.385800	 -4.456989	  0.814654
  4.467742	  0.382150	 -4.467741	  0.816479
  4.478495	  0.380933	 -4.478495	  0.821954
  4.489247	  0.386712	 -4.489247	  0.830470
  4.500000	  0.382150	 -4.500000	  0.831991
  4.510753	  0.376067	 -4.510753	  0.824691
  4.521505	  0.372417	 -4.521505	  0.828949
  4.532258	  0.378196	 -4.532258	  0.832903
  4.543011	  0.376675	 -4.543010	  0.830166
  4.553763	  0.380629	 -4.553763	  0.837161
  4.564516	  0.382454	 -4.564516	  0.837770
  4.575269	  0.385495	 -4.575268	  0.843853
  4.586021	  0.380629	 -4.586021	  0.844461
  4.596774	  0.378804	 -4.596774	  0.845373
  4.607527	  0.376675	 -4.607527	  0.847502
  4.618279	  0.379716	 -4.618279	  0.842028
  4.629033	  0.379412	 -4.629032	  0.849023
  4.639785	  0.380325	 -4.639784	  0.850240
  4.650537	  0.383062	 -4.650537	  0.849327
  4.661290	  0.384583	 -4.661290	  0.859668
  4.672043	  0.384887	 -4.672043	  0.856323
  4.682796	  0.386408	 -4.682795	  0.853585
  4.693549	  0.382454	 -4.693548	  0.862102
  4.704301	  0.384887	 -4.704301	  0.862102
  4.715054	  0.385495	 -4.715054	  0.867881
  4.725806	  0.380629	 -4.725806	  0.866056
  4.736559	  0.386712	 -4.736559	  0.866360
  4.747312	  0.387320	 -4.747311	  0.870010
  4.758065	  0.386408	 -4.758064	  0.867576
  4.768817	  0.386712	 -4.768817	  0.876397
  4.779570	  0.387320	 -4.779570	  0.880655
  4.790323	  0.392491	 -4.790323	  0.880351
  4.801075	  0.385800	 -4.801075	  0.879134
  4.811828	  0.390666	 -4.811828	  0.878526
  4.822580	  0.389449	 -4.822580	  0.880655
  4.833333	  0.388841	 -4.833333	  0.878526
  4.844086	  0.387624	 -4.844086	  0.886434
  4.854839	  0.384583	 -4.854838	  0.882480
  4.865592	  0.388537	 -4.865591	  0.884609
  4.876344	  0.391883	 -4.876344	  0.883088
  4.887096	  0.393707	 -4.887096	  0.884609
  4.897849	  0.393099	 -4.897849	  0.889475
  4.908602	  0.394620	 -4.908602	  0.888259
  4.919355	  0.396141	 -4.919354	  0.892213
  4.930108	  0.392491	 -4.930108	  0.895558
  4.940860	  0.394924	 -4.940860	  0.891604
  4.951613	  0.396141	 -4.951612	  0.894646
  4.962366	  0.393099	 -4.962365	  0.891300
  4.973118	  0.397357	 -4.973118	  0.889475
  4.983871	  0.392795	 -4.983871	  0.890084
  4.994624	  0.396141	 -4.994623	  0.903466
  5.005376	  0.399182	 -5.005376	  0.897383
  5.016129	  0.401007	 -5.016129	  0.895254
  5.026882	  0.397966	 -5.026881	  0.895254
  5.037634	  0.396749	 -5.037634	  0.898600
  5.048387	  0.401311	 -5.048387	  0.897383
  5.059140	  0.403440	 -5.059139	  0.903466
  5.069892	  0.397357	 -5.069892	  0.899817
  5.080645	  0.399791	 -5.080645	  0.899817
  5.091398	  0.402528	 -5.091398	  0.903162
  5.102150	  0.406786	 -5.102150	  0.901946
  5.112904	  0.404657	 -5.112903	  0.903771
  5.123656	  0.405569	 -5.123655	  0.898600
  5.134409	  0.403745	 -5.134408	  0.900121
  5.145161	  0.407698	 -5.145161	  0.905291
  5.155914	  0.406482	 -5.155914	  0.902554
  5.166667	  0.406482	 -5.166666	  0.898904
  5.177419	  0.406178	 -5.177419	  0.897383
  5.188172	  0.404049	 -5.188172	  0.894646
  5.198925	  0.408915	 -5.198925	  0.897079
  5.209677	  0.408915	 -5.209677	  0.894950
  5.220430	  0.407698	 -5.220429	  0.901033
  5.231183	  0.409828	 -5.231183	  0.901641
  5.241936	  0.411044	 -5.241935	  0.896775
  5.252688	  0.411348	 -5.252688	  0.891909
  5.263441	  0.411957	 -5.263441	  0.895254
  5.274194	  0.413477	 -5.274193	  0.891909
  5.284946	  0.412869	 -5.284946	  0.896775
  5.295699	  0.413782	 -5.295699	  0.888867
  5.306451	  0.412565	 -5.306451	  0.894342
  5.317204	  0.418648	 -5.317204	  0.893429
  5.327957	  0.417127	 -5.327956	  0.894342
  5.338710	  0.420169	 -5.338709	  0.896471
  5.349463	  0.418040	 -5.349462	  0.890084
  5.360215	  0.415911	 -5.360215	  0.894950
  5.370968	  0.419865	 -5.370967	  0.888259
  5.381720	  0.419865	 -5.381720	  0.884609
  5.392473	  0.422298	 -5.392473	  0.888259
  5.403226	  0.421994	 -5.403226	  0.885521
  5.413979	  0.423819	 -5.413978	  0.885217
  5.424731	  0.425948	 -5.424731	  0.882176
  5.435483	  0.425948	 -5.435483	  0.882784
  5.446237	  0.425948	 -5.446236	  0.880655
  5.456989	  0.426860	 -5.456989	  0.881567
  5.467741	  0.431118	 -5.467741	  0.879438
  5.478495	  0.428381	 -5.478495	  0.877613
  5.489247	  0.431727	 -5.489247	  0.877613
  5.500000	  0.429597	 -5.500000	  0.876093
				
				
				
				
				
				
				
				
				
				
