600.0041,5.131979
600.2452,5.106915
600.4862,5.074603
600.7273,5.036396
600.9683,4.994343
601.2094,4.951384
601.4504,4.911142
601.6915,4.877354
601.9326,4.853168
602.1736,4.840524
602.4147,4.839845
602.6558,4.85013
602.8969,4.869355
603.1379,4.894945
603.379,4.924118
603.62,4.954039
603.8611,4.981916
604.1022,5.00518
604.3432,5.021849
604.5843,5.031013
604.8253,5.03326
605.0664,5.030797
605.3074,5.027169
605.5485,5.026573
605.7896,5.032887
606.0306,5.048677
606.2717,5.074461
606.5128,5.108482
606.7538,5.146996
606.9949,5.185036
607.236,5.217412
607.4771,5.2397
607.7181,5.249053
607.9592,5.244583
608.2002,5.227314
608.4413,5.199728
608.6823,5.165166
608.9234,5.127265
609.1644,5.089601
609.4055,5.055505
609.6466,5.027929
609.8876,5.009216
610.1287,5.000746
610.3698,5.00253
610.6108,5.012923
610.8519,5.028643
611.093,5.045234
611.334,5.057959
611.5751,5.062919
611.8162,5.058084
612.0572,5.043824
612.2983,5.022751
612.5393,4.998919
612.7804,4.976686
613.0214,4.959654
613.2625,4.950008
613.5036,4.948381
613.7446,4.954205
613.9857,4.966297
614.2267,4.983348
614.4678,5.00413
614.7089,5.027356
614.95,5.05141
615.191,5.074156
615.4321,5.093068
615.6732,5.105713
615.9142,5.110369
616.1553,5.106536
616.3963,5.095026
616.6374,5.077655
616.8785,5.056665
617.1195,5.034113
617.3606,5.011477
617.6016,4.98954
617.8427,4.968594
618.0837,4.948847
618.3248,4.930843
618.5659,4.915724
618.8069,4.905244
619.048,4.901524
619.2891,4.906574
619.5302,4.921664
619.7712,4.946657
620.0123,4.979529
620.2533,5.01633
620.4944,5.051766
620.7355,5.080401
620.9765,5.098151
621.2176,5.103541
621.4586,5.09824
621.6997,5.086621
621.9407,5.074461
622.1818,5.067172
622.4229,5.068131
622.6639,5.077682
622.905,5.093127
623.1461,5.109767
623.3871,5.122581
623.6282,5.127906
623.8693,5.124548
624.1103,5.114009
624.3514,5.099862
624.5925,5.08664
624.8335,5.078525
625.0746,5.078283
625.3156,5.086697
625.5567,5.102686
625.7977,5.123942
626.0388,5.147809
626.2799,5.171972
626.5209,5.194835
626.762,5.215549
627.0031,5.233808
627.2441,5.249587
627.4852,5.262841
627.7263,5.273271
627.9673,5.28024
628.2084,5.282887
628.4495,5.280467
628.6905,5.272836
628.9316,5.260887
629.1726,5.246699
629.4137,5.233227
629.6547,5.223535
629.8958,5.219814
630.1369,5.222569
630.3779,5.230337
630.619,5.24015
630.86,5.248582
631.1011,5.253058
631.3422,5.252852
631.5833,5.249368
631.8243,5.245595
632.0654,5.244921
632.3065,5.249778
632.5475,5.260606
632.7886,5.275554
633.0296,5.291049
633.2707,5.303048
633.5117,5.308489
633.7528,5.306359
633.9939,5.298067
634.2349,5.287083
634.476,5.278035
634.717,5.275474
634.9581,5.282522
635.1992,5.299675
635.4402,5.324186
635.6813,5.350412
635.9224,5.371202
636.1635,5.379952
636.4045,5.372617
636.6456,5.349112
636.8866,5.313672
637.1277,5.27406
637.3688,5.239704
637.6098,5.219154
637.8509,5.217582
638.0919,5.23527
638.333,5.267712
638.574,5.307358
638.8151,5.346265
639.0562,5.37861
639.2972,5.40215
639.5383,5.418163
639.7794,5.430066
640.0204,5.441338
640.2615,5.453732
640.5026,5.466525
640.7436,5.477111
640.9847,5.482521
641.2258,5.481063
641.4668,5.473338
641.7079,5.462166
641.9489,5.451543
642.19,5.445092
642.431,5.444669
642.6721,5.449723
642.9132,5.457648
643.1542,5.464868
643.3953,5.468228
643.6364,5.466058
643.8774,5.458633
644.1185,5.44788
644.3596,5.436547
644.6006,5.427205
644.8417,5.421443
645.0828,5.419533
645.3238,5.420616
645.5649,5.423235
645.8059,5.426006
646.047,5.428147
646.288,5.429749
646.5291,5.431703
646.7702,5.435298
647.0112,5.441661
647.2523,5.451191
647.4933,5.463208
647.7344,5.475946
647.9755,5.486962
648.2166,5.493848
648.4576,5.495059
648.6987,5.490534
648.9398,5.481846
649.1808,5.471764
649.4219,5.463375
649.6629,5.45913
649.904,5.460174
650.145,5.466161
650.3861,5.475542
650.6272,5.486129
650.8682,5.495741
651.1093,5.502714
651.3503,5.506192
651.5914,5.506184
651.8325,5.503394
652.0735,5.498914
652.3146,5.493846
652.5557,5.488936
652.7968,5.484331
653.0378,5.479501
653.2789,5.473414
653.5199,5.464949
653.761,5.453453
654.002,5.439269
654.2431,5.423961
654.4842,5.410071
654.7252,5.4004
654.9663,5.397016
655.2073,5.400321
655.4484,5.408611
655.6895,5.418335
655.9305,5.425086
656.1716,5.424954
656.4127,5.41579
656.6537,5.397853
656.8948,5.373674
657.1359,5.347164
657.3769,5.32234
657.618,5.30212
657.8591,5.287586
658.1001,5.277907
658.3412,5.270848
658.5822,5.263612
658.8233,5.253726
659.0643,5.239717
659.3054,5.221497
659.5464,5.200394
659.7875,5.178854
660.0286,5.159909
660.2697,5.146514
660.5107,5.140892
660.7518,5.143987
660.9929,5.155127
661.2339,5.171995
661.475,5.19103
661.7161,5.208192
661.9571,5.219975
662.1982,5.224292
662.4392,5.220954
662.6803,5.211532
662.9213,5.198672
663.1624,5.185117
663.4035,5.172829
663.6445,5.162553
663.8856,5.153951
664.1266,5.146179
664.3677,5.138618
664.6088,5.131387
664.8499,5.125475
665.0909,5.122435
665.332,5.123799
665.5731,5.13057
665.8141,5.143017
666.0552,5.160864
666.2962,5.183737
666.5373,5.211662
666.7783,5.245459
667.0194,5.286924
667.2605,5.338235
667.5015,5.398877
667.7426,5.456907
667.9836,5.480112
668.2247,5.438289
668.4658,5.34763
668.7068,5.249621
668.9479,5.16629
669.189,5.100737
669.4301,5.050823
669.6711,5.014975
669.9122,4.992774
670.1532,4.98404
670.3943,4.987782
670.6353,5.001516
670.8764,5.021281
671.1175,5.042357
671.3585,5.060496
671.5996,5.073124
671.8406,5.079986
672.0817,5.082803
672.3228,5.084084
672.5638,5.085551
672.8049,5.086994
673.046,5.086066
673.287,5.079184
673.5281,5.063204
673.7692,5.037115
674.0102,5.003024
674.2513,4.965931
674.4923,4.932387
674.7334,4.908576
674.9745,4.898587
675.2155,4.903461
675.4566,4.921274
675.6976,4.948101
675.9387,4.979397
676.1797,5.011277
676.4208,5.041247
676.6619,5.068298
676.903,5.092506
677.144,5.114461
677.3851,5.134778
677.6262,5.153852
677.8672,5.171773
678.1083,5.188362
678.3494,5.203202
678.5904,5.215695
678.8315,5.225161
679.0725,5.231038
679.3136,5.233138
679.5546,5.231853
679.7957,5.228194
680.0367,5.223608
680.2778,5.219649
680.5189,5.217648
680.7599,5.218523
681.001,5.222799
681.2421,5.230756
681.4832,5.242543
681.7242,5.258152
681.9653,5.277167
682.2064,5.298462
682.4474,5.320057
682.6885,5.339321
682.9295,5.353576
683.1706,5.360918
683.4116,5.360904
683.6527,5.354799
683.8938,5.345177
684.1348,5.335047
684.3759,5.326876
684.6169,5.32195
684.858,5.32036
685.0991,5.321586
685.3401,5.325357
685.5812,5.332294
685.8223,5.343969
686.0634,5.362253
686.3044,5.388273
686.5455,5.421401
686.7865,5.4588
687.0276,5.495771
687.2686,5.526889
687.5097,5.547489
687.7508,5.555027
687.9918,5.549776
688.2329,5.5347
688.4739,5.514563
688.715,5.494642
688.9561,5.479526
689.1971,5.472295
689.4382,5.474277
689.6793,5.485256
689.9203,5.503912
690.1614,5.528271
690.4025,5.555992
690.6435,5.584561
690.8846,5.611423
691.1256,5.634194
691.3667,5.650948
691.6078,5.660555
691.8488,5.662912
692.0899,5.658994
692.3309,5.650647
692.572,5.640171
692.813,5.629807
693.0541,5.621236
693.2952,5.615236
693.5363,5.611596
693.7773,5.609317
694.0184,5.607037
694.2595,5.603571
694.5005,5.598377
694.7416,5.591771
694.9826,5.584833
695.2237,5.57903
695.4648,5.575742
695.7058,5.575841
695.9469,5.57954
696.1879,5.586518
696.429,5.596241
696.67,5.60828
696.9111,5.622428
697.1522,5.638524
697.3932,5.656045
697.6343,5.673711
697.8754,5.689363
698.1165,5.700306
698.3575,5.704085
698.5986,5.699401
698.8397,5.686814
699.0807,5.668908
699.3218,5.649813
699.5628,5.634249
699.8039,5.626419
700.0449,5.629078
700.286,5.643062
700.527,5.667301
700.7681,5.699249
701.0092,5.735482
701.2502,5.772238
701.4913,5.805804
701.7324,5.832839
701.9734,5.850698
702.2145,5.857867
702.4556,5.854426
702.6967,5.842347
702.9377,5.825354
703.1788,5.808235
703.4198,5.795706
703.6609,5.791141
703.9019,5.795624
704.143,5.807672
704.3841,5.823755
704.6251,5.839451
704.8662,5.850833
705.1072,5.855597
705.3483,5.853563
705.5894,5.846398
705.8304,5.836755
706.0715,5.827179
706.3126,5.819243
706.5536,5.8132
706.7947,5.808178
707.0358,5.802796
707.2768,5.79587
707.5179,5.786977
707.7589,5.776672
708,5.766316
708.2411,5.757619
708.4821,5.752093
708.7232,5.750608
708.9642,5.753187
709.2053,5.759074
709.4464,5.767031
709.6874,5.775728
709.9285,5.78411
710.1696,5.791601
710.4106,5.798099
710.6517,5.80377
710.8928,5.808777
711.1338,5.813043
711.3749,5.816232
711.6159,5.817938
711.857,5.818029
712.0981,5.81699
712.3391,5.816043
712.5802,5.816975
712.8212,5.821651
713.0623,5.831387
713.3033,5.846427
713.5444,5.865724
713.7855,5.887177
714.0266,5.908234
714.2676,5.926654
714.5087,5.941113
714.7498,5.951427
714.9908,5.958338
715.2319,5.962999
715.4729,5.966382
715.714,5.968876
715.9551,5.970196
716.1961,5.969602
716.4372,5.966313
716.6782,5.959915
716.9193,5.950589
717.1603,5.939144
717.4014,5.926849
717.6425,5.915176
717.8835,5.90556
718.1246,5.899224
718.3657,5.897079
718.6068,5.89967
718.8478,5.907099
719.0889,5.918919
719.33,5.933991
719.571,5.950406
719.8121,5.965569
720.0531,5.976592
720.2942,5.980953
720.5352,5.977267
720.7763,5.965819
721.0173,5.948623
721.2584,5.928959
721.4995,5.910593
721.7405,5.896914
721.9816,5.890214
722.2227,5.89122
722.4637,5.89894
722.7048,5.910923
722.9459,5.923929
723.187,5.934905
723.428,5.94195
723.6691,5.944975
723.9101,5.945734
724.1512,5.947224
724.3922,5.952593
724.6333,5.96394
724.8744,5.981397
725.1154,6.00281
725.3565,6.024191
725.5975,6.040772
725.8386,6.048349
726.0797,6.044472
726.3207,6.02914
726.5618,6.004807
726.8029,5.97578
727.0439,5.947205
727.285,5.923976
727.5261,5.909826
727.7671,5.906799
728.0082,5.915155
728.2492,5.933595
728.4903,5.959691
728.7314,5.990415
728.9724,6.022645
729.2135,6.053622
729.4545,6.081255
729.6956,6.104281
729.9366,6.122233
730.1777,6.135252
730.4188,6.143792
730.6599,6.148341
730.9009,6.149201
731.142,6.146427
731.3831,6.139945
731.6241,6.12979
731.8652,6.116389
732.1062,6.100754
732.3473,6.084503
732.5884,6.069625
732.8294,6.058069
733.0705,6.05123
733.3115,6.049523
733.5526,6.052219
733.7936,6.057626
734.0347,6.063606
734.2758,6.068243
734.5168,6.070491
734.7579,6.070518
734.999,6.06961
735.2401,6.069656
735.4811,6.072375
735.7222,6.078557
735.9632,6.087674
736.2043,6.097953
736.4454,6.106973
736.6864,6.112525
736.9275,6.113432
737.1685,6.110002
737.4096,6.103953
737.6506,6.097839
737.8917,6.094225
738.1328,6.094907
738.3738,6.10049
738.6149,6.110372
738.856,6.123116
739.097,6.136959
739.3381,6.150261
739.5792,6.161726
739.8203,6.170394
740.0613,6.175534
740.3024,6.176561
740.5434,6.173111
740.7845,6.165215
741.0255,6.153479
741.2666,6.139119
741.5076,6.123785
741.7487,6.109201
741.9898,6.096761
742.2308,6.087231
742.4719,6.080663
742.713,6.076538
742.954,6.074043
743.1951,6.072364
743.4362,6.070872
743.6772,6.069202
743.9183,6.067206
744.1594,6.064929
744.4004,6.062621
744.6415,6.060767
744.8825,6.060094
745.1236,6.061458
745.3647,6.065594
745.6057,6.072797
745.8468,6.082666
746.0878,6.094045
746.3289,6.105256
746.5699,6.114564
746.811,6.120738
747.0521,6.123487
747.2932,6.12361
747.5342,6.122781
747.7753,6.123052
748.0164,6.126267
748.2574,6.133582
748.4985,6.145223
748.7395,6.160556
748.9806,6.178362
749.2217,6.197221
749.4627,6.215824
749.7038,6.233155
749.9448,6.248535
750.1859,6.261559
750.4269,6.272007
750.668,6.279805
750.9091,6.285022
751.1501,6.287906
751.3912,6.288936
751.6323,6.288817
751.8734,6.288406
752.1144,6.288557
752.3555,6.289878
752.5965,6.292512
752.8376,6.295968
753.0787,6.299167
753.3197,6.3007
753.5608,6.29928
753.8018,6.294291
754.0429,6.286179
754.2839,6.276551
754.525,6.267823
754.7661,6.262489
755.0071,6.262242
755.2482,6.26727
755.4893,6.276018
755.7303,6.285546
755.9714,6.292381
756.2125,6.293602
756.4535,6.287763
756.6946,6.275336
756.9357,6.258551
757.1767,6.240705
757.4178,6.225233
757.6588,6.214849
757.8999,6.211018
758.1409,6.213807
758.382,6.222091
758.6231,6.233898
758.8641,6.246805
759.1052,6.258268
759.3463,6.26588
759.5873,6.267658
759.8284,6.26233
760.0695,6.249623
760.3105,6.23041
760.5516,6.206642
760.7927,6.181
761.0337,6.156342
761.2748,6.135104
761.5158,6.118844
761.7569,6.108012
761.9979,6.102055
762.239,6.09971
762.4801,6.099427
762.7211,6.099775
762.9622,6.099734
763.2032,6.098874
763.4443,6.097414
763.6854,6.096154
763.9265,6.096299
764.1675,6.099106
764.4086,6.105461
764.6497,6.115431
764.8907,6.127998
765.1318,6.14109
765.3728,6.152029
765.6139,6.158277
765.855,6.158288
766.096,6.152155
766.3371,6.141757
766.5781,6.130321
766.8192,6.121533
767.0602,6.118477
