50	-1.3977022171
50.7172393799	-2.18257021904
51.4344749451	-0.55460268259
52.151714325	0.725827991962
52.8689537048	0.500945448875
53.58618927	0.0243698507547
54.3034286499	-0.751958966255
55.0206680298	-0.781684577465
55.737903595	-1.48468828201
56.4551429749	-2.79560613632
57.17237854	-0.411816120148
57.8896179199	-3.38586473465
58.6068572998	-3.04364752769
59.324092865	-1.41186082363
60.0413322449	-1.06504106522
60.7585716248	-1.54198288918
61.4758071899	-0.62241756916
62.1930465698	0.687940716743
62.9102859497	1.60000002384
63.6275215149	1.46635985374
64.3447570801	0.194027781487
65.06199646	1.48282003403
65.7792358398	2.48227477074
66.4964752197	3.60130834579
67.2137145996	6.40042161942
67.9309539795	14.0373592377
68.64818573	18.2759971619
69.3654251099	26.5390625
70.0826644897	35.9268341064
70.7999038696	39.9944000244
71.5171432495	51.6133422852
72.234375	66.4248733521
72.9516143799	84.7129058838
73.6688537598	103.889205933
74.3860931396	119.063331604
75.1033325195	114.286560059
75.8205718994	119.735534668
76.5378036499	126.944236755
77.2550430298	135.222229004
77.9722824097	149.542526245
78.6895217896	142.357528687
79.4067611694	123.51247406
80.1240005493	109.173522949
80.8412322998	103.701667786
81.5584716797	100.028305054
82.2757110596	95.5726242065
82.9929504395	98.1683120728
83.7101898193	105.748840332
84.4274215698	117.41758728
85.1446609497	133.994644165
85.8619003296	140.323486328
86.5791397095	133.921569824
87.2963790894	118.322914124
88.0136184692	102.199996948
88.7308502197	102.199996948
89.4480895996	99.4271392822
90.1653289795	101.554580688
90.8825683594	103.506782532
91.5998077393	105.290031433
92.3170471191	116.322845459
93.0342788696	132.978973389
93.7515182495	140.136398315
94.4687576294	132.485702515
95.1859970093	116.191070557
95.9032363892	117.150810242
96.6204681396	118.869529724
97.3377075195	123.525260925
98.0549468994	117.106185913
98.7721862793	99.8189926147
99.4894256592	100.93913269
100.206665039	101.75668335
100.92389679	108.444747925
101.641136169	115.657875061
102.358375549	117.84854126
103.075614929	109.844467163
103.792854309	105.317466736
104.510093689	101.112770081
105.227325439	97.7356948853
105.944564819	97.3852462769
106.661804199	105.552467346
107.379043579	112.055259705
108.096282959	119.131248474
108.813514709	128.077514648
109.530754089	137.406478882
110.247993469	140.4503479
110.965232849	122.776237488
111.682472229	110.220718384
112.399711609	105.96496582
113.116943359	105.987976074
113.834182739	96.2350769043
114.551422119	97.0250473022
115.268661499	97.7402648926
115.985900879	98.5173034668
116.703132629	101.574424744
117.420372009	111.674934387
118.137611389	118.672767639
118.854850769	118.982536316
119.572090149	112.107673645
120.289329529	102.509811401
121.006561279	101.226707458
121.723800659	92.8756713867
122.441040039	89.4252243042
123.158279419	91.8719329834
123.875518799	98.8787078857
124.592758179	106.740699768
